"","nume","pret_aug","nomenclator","pret_sept","nume_sept","scor_aug_sept","pret_oct","nume_oct","scor_aug_oct","pret_noi","nume_noi","scor_aug_noi"
"379","ciucas bere blonda 0,5l",2.19,"bere blonda, pasteurizata -  indigena (sticla de 500 ml,  exclusiv sticla)",2.2,"ciucas bere blonda 0,5l",101,3.14,"bere blonda 0.5l beck's",83,2.18,"bere blonda ciucas 0.5l",100
"380","bergenbier bere blonda 0.5l",2.4,"bere la cutie de 500 ml  ",2.39,"bergenbier bere blonda 0.5l",101,1.83,"bere blonda 0.33l bergenbier",95,2.35,"bere blonda bergenbier 0.5l",100
"381","bere fara alcool ursus 0.5l",2.6,"bere fara alcool (cutie de 500  ml) ",2.39,"bere fara alcool ursus 0.5l",101,2.74,"bere fara alcool 0.5l ursus",100,2.74,"bere fara alcool 0.5l ursus",100
"382","vin alb feteasca regala jidvei doc-cmd 0.75l",12.28,"vin jidvei (sauvignion blanc,  feteasca regala,pinot gris,  feteasca alba, muscat otonel)",15.06,"vin alb sec clasic jidvei feteasca regala 0.75l",90,12.36,"vin alb feteasca regala jidvei doc-cmd 0.75l",101,11.81,"vin alb feteasca regala 0.75l husi",92
"383","vin alb grasa de cotnari doc-cmd 0.75l",12.78,"vin cotnari (grasa de cotnari,  feteasca alba, tamiioasa  romaneasca) - sticla 750 ml",118,"vin alb de purcari purcari 0.75l",80,13.75,"vin alb grasa de cotnari doc-cmd 0.75l",101,13.62,"vin alb demisec grasa de cotnari 0.75l cotnari",88
"384","vin alb de masa muscatel 2l",9.47,"vin de masa (8-12 grade)  (sticla plastic de 2000 ml) ",11.25,"vin alb demisec muscatel 2l",89,9.52,"vin alb de masa muscatel 2l",101,9.63,"vin alb de masa demidulce 2l muscatel",100
"385","vin alb selectionat beciul domnesc doc-cmd 1l",9.17,"vin de regiune, superior  (sticla de 1000 ml) ",15.29,"vin roze beciul domnesc 0.75l",77,9.12,"vin alb selectionat beciul domnesc doc-cmd 1l",101,14.99,"vin rose beciul domnesc 0.75l",77
"386","vin alb tamaioasa romaneasca cotnari doc-cmd 0.75l",13.36,"vin cotnari (grasa de cotnari,  feteasca alba, tamiioasa  romaneasca) - sticla 750 ml",11.6,"vin alb dulce cotnari tamaioasa romaneasca 0.75l",93,13.27,"vin alb tamaioasa romaneasca cotnari doc-cmd 0.75l",101,11.89,"vin alb dulce cotnari tamaioasa romaneasca 0.75l",93
"387","jidvei muscat ottonel vin demidulce 0.75l",12.12,"vin jidvei (sauvignion blanc,  feteasca regala,pinot gris,  feteasca alba, muscat otonel)",14.89,"vin alb demidulce proles pontica muscat ottonel 1.5l",81,12.12,"jidvei muscat ottonel vin demidulce 0.75l",101,27.89,"vin alb muscat ottonel si feteasca regala tezaur 0.75l jidvei",86
"388","vin alb sauvignon blanc vinaria ostrov 1.5l",11.49,"vin de calitate superioara  (jidvei, feteasca) - sticla  1500 ml",9.56,"vin alb demisec vinaria ostrov sauvignon blanc 0.75l",94,11.95,"vin alb sauvignon blanc vinaria ostrov 1.5l",101,9.56,"vin alb demisec vinaria ostrov sauvignon blanc 0.75l",94
"389","vin alb feteasca alba jidvei 2013 doc-cmd 0.75l",12.25,"vin jidvei (sauvignion blanc,  feteasca regala,pinot gris,  feteasca alba, muscat otonel)",12.38,"vin alb sec jidvei feteasca alba 0.75l",94,12.4,"vin alb feteasca alba jidvei 2013 doc-cmd 0.75l",101,12.38,"vin alb sec jidvei feteasca alba 0.75l",94
"390","vin alb pinot gris jidvei doc-cmd 0.75l",16.1,"vin jidvei (sauvignion blanc,  feteasca regala,pinot gris,  feteasca alba, muscat otonel)",15.79,"vin alb demisec jidvei pinot gris 0.75l",89,16.59,"vin alb pinot gris jidvei doc-cmd 0.75l",101,23.29,"vin alb pinot gris 0.75l 365",92
"391","vin rose demidulce ""te iubesc"" cramele recas 0.75l",12.94,"vin recas (muscat otonel,  merlot, cabernet, feteasca  regala) - sticla 750 ml",11.99,"vin alb sec recas 0.75l",79,12.46,"vin rose demidulce &#34;te iubesc&#34; cramele recas 0.75l",100,12.85,"vin alb demidulce recas 0.75l",93
"392","vin alb sec feteasca regala clasic jidvei 0.75l",15.23,"vin jidvei (sauvignion blanc,  feteasca regala,pinot gris,  feteasca alba, muscat otonel)",15.06,"vin alb sec clasic jidvei feteasca regala 0.75l",100,15.27,"vin alb sec feteasca regala clasic jidvei 0.75l",101,15.05,"vin alb sec clasic jidvei feteasca regala 0.75l",100
"393","vin alb sauvignon blanc jidvei premiat doc-cmd 0.75l",14.05,"vin jidvei (sauvignion blanc,  feteasca regala,pinot gris,  feteasca alba, muscat otonel)",13.97,"vin alb demisec premiat jidvei sauvignon blanc 0.75l",92,14.06,"vin alb sauvignon blanc jidvei premiat doc-cmd 0.75l",101,14,"vin alb demisec premiat jidvei sauvignon blanc 0.75l",92
"394","vin alb feteasca alba cotnari doc-cmd 0.75l",13.85,"vin cotnari (grasa de cotnari,  feteasca alba, tamiioasa  romaneasca) - sticla 750 ml",13.29,"vin alb demidulce cotnari feteasca alba 0.75l",90,13.38,"vin alb feteasca alba cotnari doc-cmd 0.75l",101,11.89,"vin alb demisec cotnari feteasca alba 0.75l",90
"395","vin rosu merlot zestrea murfatlar doc-ct 0.75l",13.43,"vin murfatlar (pinot gris,  chardonnay, muscat ottonel)  sticla 750 ml",26.2,"vin rosu sec caloian merlot 0.75l",78,13.43,"vin rosu merlot zestrea murfatlar doc-ct 0.75l",101,12.72,"vin rosu demisec zestrea murfatlar merlot 0.75l",92
"396","alexandrion cognac 5 stars 500ml",26.46,"coniac alexandrion"" (sticla""  700 ml) ",26.42,"alexandrion cognac 5 stars 500ml",101,55.51,"brandy 5 stele 1l alexandrion",66,47.75,"alexandrion 5* 1l",90
"397","johnnie walker red whisky 0.7l",53.05,"whisky johnnie walker""""  (sticla 700-750 ml) ",49.59,"johnnie walker red whisky 0.7l",101,57.73,"whisky red label 0.7l johnnie walker",100,49.6,"whisky johnnie walker red label 0.7l",100
"398","angelli lichior 1l",26.57,"lichior superior de portocale,  mandarine, trandafiri, vani-  lie, caise, cirese (sticla",27.85,"angelli lichior 1l",101,25.39,"crema de lichior cu aroma de tiramisu 0.5l angelli",91,25.47,"lichior de afine angelli 1l",100
"399","rachiu de pere cu fruct prodvinalco 0.7l",117.96,"rachiu (sticla de 500 ml)  ",72.95,"prodvinalco alcool 1l",69,8.78,"cora sirop de fructe de padure 0.75l",60,8.78,"cora sirop de fructe de padure 0.75l",60
"400","ulei de floarea soarelui 1l surasul soarelui",4.29,"ulei de floarea soarelui,  dublu rafinat ",4.19,"ulei de floarea soarelui 1l surasul soarelui",101,5.89,"ulei de floarea soarelui 1l raza soarelui",92,5.89,"ulei de floarea soarelui 1l raza soarelui",92
"401","ulei de floarea soarelui 1l bunica",5.96,"ulei de floarea soarelui,  dublu rafinat tip floriol""""  sau bunica""""",6.79,"ulei de floarea soarelui 1l bunica",101,5.96,"ulei de floarea soarelui 1l bunica",101,5.96,"ulei de floarea soarelui 1l bunica",101
"402","ulei de floarea soarelui 1l floriol",5.89,"ulei de floarea soarelui,  dublu rafinat tip floriol""""  sau bunica""""",6.69,"ulei de floarea soarelui 1l floriol",101,5.99,"ulei de floarea soarelui 1l floriol",101,5.99,"ulei de floarea soarelui 1l floriol",101
"403","ulei de floarea soarelui 1l soreanca",3.8,"ulei de floarea soarelui,  dublu rafinat ",5.59,"ulei de floarea soarelui 1l soreanca",101,5.89,"ulei de floarea soarelui 1l raza soarelui",92,5.89,"ulei de floarea soarelui 1l raza soarelui",92
"404","ulei de masline extravirgin din regiunea sitia 500ml gaea",24.99,"ulei de masline (sticla de  500 ml) ",25.59,"ulei de masline extravirgin din regiunea sitia 500ml gaea",101,29.99,"ulei de masline extravirgin din regiunea sparta 500ml gaea",96,29.99,"ulei de masline extravirgin din regiunea sparta 500ml gaea",96
"405","ulei de floarea soarelui 1l unisol",5.94,"ulei de floarea soarelui,  dublu rafinat tip floriol""""  sau bunica""""",6.59,"ulei de floarea soarelui 1l unisol",101,5.69,"ulei de floarea soarelui 1l unisol",101,5.69,"ulei de floarea soarelui 1l unisol",101
"406","ulei de masline extravirgin kalamata 500ml minerva",25.65,"ulei de masline (sticla de  500 ml) ",26.25,"ulei de masline extravirgin kalamata 500ml minerva",101,26.94,"ulei de masline extravirgin kalamata 500ml minerva",101,26.94,"ulei de masline extravirgin kalamata 500ml minerva",101
"407","ulei de masline extravirgin 500ml costa d'oro",22.27,"ulei de masline (sticla de  500 ml) ",21.15,"ulei de masline extravirgin 500ml costa d'oro",101,22.09,"ulei de masline extravirgin 500ml costa d'oro",101,22.09,"ulei de masline extravirgin 500ml costa d'oro",101
"408","ulei de masline extravirgin 1l terra creta",27.99,"ulei de masline (sticla de  500 ml) ",40.59,"ulei de masline extravirgin 1l terra creta",101,39.99,"ulei de masline extravirgin 1l terra creta",101,39.99,"ulei de masline extravirgin 1l terra creta",101
"409","ulei de masline extra virgin 500ml pietro coricelli",27.27,"ulei de masline (sticla de  500 ml) ",23.59,"ulei de masline extra virgin 500ml pietro coricelli",101,27.62,"ulei de masline extra virgin 500ml pietro coricelli",101,27.62,"ulei de masline extra virgin 500ml pietro coricelli",101
"410","ulei de masline extra virgin 1l 365",29.99,"ulei de masline (sticla de  500 ml) ",30.59,"ulei de masline extra virgin 1l 365",101,29.99,"ulei de masline extra virgin 1l 365",101,29.99,"ulei de masline extra virgin 1l 365",101
"411","ulei de floarea soarelui mediteranean 1l floriol",9.2,"ulei de floarea soarelui,  dublu rafinat ",10.59,"ulei de floarea soarelui mediteranean 1l floriol",101,9.2,"ulei de floarea soarelui mediteranean 1l floriol",101,9.2,"ulei de floarea soarelui mediteranean 1l floriol",101
"412","ulei de masline extravirgin 500ml monini",20.84,"ulei de masline (sticla de  500 ml) ",22.04,"ulei de masline extravirgin 500ml monini",101,26.12,"ulei de masline extravirgin 500ml monini",101,26.12,"ulei de masline extravirgin 500ml monini",101
"413","ulei de floroarea soarelui 1l ulvex",6.48,"ulei de floarea soarelui,  dublu rafinat ",6.82,"ulei de floroarea soarelui 1l ulvex",101,6.09,"ulei de floroarea soarelui 1l ulvex",101,6.09,"ulei de floroarea soarelui 1l ulvex",101
"414","ulei de floarea soarelui 1l spornic",5.86,"ulei de floarea soarelui,  dublu rafinat ",6.38,"ulei de floarea soarelui 1l spornic",101,5.19,"ulei de floarea soarelui 1l spornic",101,5.19,"ulei de floarea soarelui 1l spornic",101
"415","zahar cristal 1kg margaritar",3.61,"zahar cristal tos - preambalat  ",4.08,"zahar cristal 1kg margaritar",101,3.35,"zahar cristal 1kg margaritar",101,3.35,"zahar cristal 1kg margaritar",101
"416","zahar cristal 1kg sweet life",3.3,"zahar cristal tos - preambalat  ",3.79,"zahar cristal 1kg sweet life",101,3.49,"zahar cristal 1kg sweet life",101,3.49,"zahar cristal 1kg sweet life",101
"417","zahar 100% natural 1kg bod",3.52,"zahar cristal tos - preambalat  ",4.05,"zahar 100% natural 1kg bod",101,3.79,"zahar 100% natural 1kg bod",101,3.79,"zahar 100% natural 1kg bod",101
"418","zahar cubic alb 500g margaritar",2.97,"zahar cristal tos - preambalat  ",3.48,"zahar cubic alb 500g margaritar",101,2.97,"zahar cubic alb 500g margaritar",101,2.97,"zahar cubic alb 500g margaritar",101
"419","zahar brun de mauritius demerara 500g margaritar",5.69,"zahar brun (500 g)  ",6.33,"zahar brun de mauritius demerara 500g margaritar",101,5.69,"zahar brun de mauritius demerara 500g margaritar",101,5.69,"zahar brun de mauritius demerara 500g margaritar",101
"420","zahar pudra 500g 365",3.24,"zahar pudra, preambalat  (500 g) ",3.84,"zahar pudra 500g 365",101,3.24,"zahar pudra 500g 365",101,3.24,"zahar pudra 500g 365",101
"421","zahar pudra 500g margaritar",3.37,"zahar pudra, preambalat  (500 g) ",3.94,"zahar pudra 500g margaritar",101,3.3,"zahar pudra 500g margaritar",101,3.3,"zahar pudra 500g margaritar",101
"422","zahar brun din trestie de zahar 500g margaritar",4.28,"zahar brun (500 g)  ",4.88,"zahar brun din trestie de zahar 500g margaritar",101,4.3,"zahar brun din trestie de zahar 500g margaritar",101,4.3,"zahar brun din trestie de zahar 500g margaritar",101
"423","zahar vienez brun 500g agrana",6.95,"zahar brun (500 g)  ",7.72,"zahar vienez brun 500g agrana",101,6.95,"zahar vienez brun 500g agrana",101,6.95,"zahar vienez brun 500g agrana",101
"424","pasta de tomate 28% 314g olympia",5.49,"pasta de tomate - indigena  (borcan de 314-420 ml) ",5.89,"pasta de tomate 28% 314g olympia",101,5.3,"pasta de tomate 28% 314g olympia",101,5.3,"pasta de tomate 28% 314g olympia",101
"425","bulion cu concentratie intre 22 si 24% 410g delikat",6.71,"bulion - indigen (borcan de  314-420 ml) ",7.31,"bulion cu concentratie intre 22 si 24% 410g delikat",101,4.1,"bulion delikat 200ml",82,3.68,"bulion delikat 200ml",82
"426","pasta de tomate 24% 310g sultan",8.69,"pasta de tomate - indigena  (borcan de 314-420 ml) ",9.29,"pasta de tomate 24% 310g sultan",101,8.69,"pasta de tomate 24% 310g sultan",101,8.69,"pasta de tomate 24% 310g sultan",101
"427","bulion 18% 314ml olympia",3.62,"bulion - indigen (borcan de  314-420 ml) ",4.16,"bulion 18% 314ml olympia",101,3.79,"bulion 18% 314ml olympia",101,3.79,"bulion 18% 314ml olympia",101
"428","pasta de tomate concentrata 410g 365",4.99,"pasta de tomate - indigena  (borcan de 314-420 ml) ",5.59,"pasta de tomate concentrata 410g 365",101,4.99,"pasta de tomate concentrata 410g 365",101,4.99,"pasta de tomate concentrata 410g 365",101
"429","rosii intregi decojite 400g perfetto",2.49,"tomate (rosii intregi) in  bulion - indigene (borcan de  cca. 720 ml)",2.89,"rosii intregi decojite 400g perfetto",101,1.65,"rosii decojite intregi 400g",100,1.77,"rosii decojite intregi 400g",100
"430","rosii intregi decojite 400g maxim's",2.99,"tomate (rosii intregi) in  bulion - indigene (borcan de  cca. 720 ml)",3.59,"rosii intregi decojite 400g maxim's",101,2.99,"rosii intregi decojite 400g maxim's",101,2.99,"rosii intregi decojite 400g maxim's",101
"431","pasta de tomate concentratie 24% 314ml alex star",2.12,"pasta de tomate - indigena  (borcan de 314-420 ml) ",4.59,"pasta de tomate concentratie 24% 314ml alex star",101,2.12,"pasta de tomate concentratie 24% 314ml alex star",101,2.12,"pasta de tomate concentratie 24% 314ml alex star",101
"432","rosii intregi decojite 400g bucatareasa",1.79,"tomate (rosii intregi) in  bulion - indigene (borcan de  cca. 720 ml)",2.39,"rosii intregi decojite 400g bucatareasa",101,1.79,"rosii intregi decojite 400g bucatareasa",101,1.79,"rosii intregi decojite 400g bucatareasa",101
"433","rosii intregi decojite 400g bella rosa",3.49,"tomate (rosii intregi) in  bulion - indigene (borcan de  cca. 720 ml)",3.2,"rosii intregi decojite merve 400g",90,1.65,"rosii decojite intregi 400g",100,1.77,"rosii decojite intregi 400g",100
"434","pasta de tomate 24% 314g 365",3.69,"pasta de tomate - indigena  (borcan de 314-420 ml) ",4.29,"pasta de tomate 24% 314g 365",101,3.69,"pasta de tomate 24% 314g 365",101,3.69,"pasta de tomate 24% 314g 365",101
"435","paste fainoase taitei cuiburi 200g la grande famiglia",1.19,"taitei cu ou (punga de  200-400 g) ",1.79,"paste fainoase taitei cuiburi 200g la grande famiglia",101,1.19,"paste fainoase taitei cuiburi 200g la grande famiglia",101,1.19,"paste fainoase taitei cuiburi 200g la grande famiglia",101
"436","paste fainoase tagliatelle cu oua 500g barilla",9.63,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",10.36,"paste fainoase tagliatelle cu oua 500g barilla",101,9.97,"paste fainoase tagliatelle cu oua 500g barilla",101,9.97,"paste fainoase tagliatelle cu oua 500g barilla",101
"437","paste fainoase penne rigate nr 73 500g barilla",5.48,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",5.59,"paste fainoase penne rigate nr 73 500g barilla",101,5.74,"paste fainoase penne rigate nr 73 500g barilla",101,5.74,"paste fainoase penne rigate nr 73 500g barilla",101
"438","paste fainoase spaghetti nr 5 500g barilla",4.61,"spaghetti - import (pachet  de 500 g) ",4.19,"paste fainoase spaghetti nr 5 500g barilla",101,5.19,"paste fainoase spaghetti nr 5 500g barilla",101,5.19,"paste fainoase spaghetti nr 5 500g barilla",101
"439","paste fainoase farfalle nr 65 500g barilla",5.69,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",4.78,"paste fainoase farfalle nr 65 500g barilla",101,5.61,"paste fainoase farfalle nr 65 500g barilla",101,5.61,"paste fainoase farfalle nr 65 500g barilla",101
"440","paste fainoase fusilli 300g pasta buona",1.04,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",1.49,"paste fainoase fusilli 300g pasta buona",101,1.04,"paste fainoase fusilli 300g pasta buona",101,1.04,"paste fainoase fusilli 300g pasta buona",101
"441","paste fainoase penne rigate 300g pasta buona",1.37,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",1.97,"paste fainoase penne rigate 300g pasta buona",101,1.37,"paste fainoase penne rigate 300g pasta buona",101,1.37,"paste fainoase penne rigate 300g pasta buona",101
"442","paste fainoase penne rigate fara ou 400g baneasa",2.78,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",3.44,"paste fainoase penne rigate fara ou 400g baneasa",101,2.78,"paste fainoase penne rigate fara ou 400g baneasa",101,2.78,"paste fainoase penne rigate fara ou 400g baneasa",101
"443","paste fainoase pennette integrale 500g barilla",6.44,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",7.06,"paste fainoase pennette integrale 500g barilla",101,6.82,"paste fainoase pennette integrale 500g barilla",101,6.82,"paste fainoase pennette integrale 500g barilla",101
"444","spaghete 500g pambac",2.85,"spaghetti - indigene (pachet  de 400-500 g) ",3.32,"spaghete 500g pambac",101,2.49,"spaghete pambac 500g",100,2.49,"spaghete pambac 500g",100
"445","paste fainoase fusilli nr 98 500g barilla",5.69,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",10,"fusilli nr.98 barilla 1kg",91,5.7,"paste fainoase fusilli nr 98 500g barilla",101,5.7,"paste fainoase fusilli nr 98 500g barilla",101
"446","paste fainoase mezze penne tricolori 500g barilla",7.1,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",6.85,"paste fainoase mezze penne tricolori 500g barilla",101,7.1,"paste fainoase mezze penne tricolori 500g barilla",101,7.1,"paste fainoase mezze penne tricolori 500g barilla",101
"447","mini fusilli picolini 500g barilla",6.06,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",6.43,"mini fusilli picolini 500g barilla",101,6.04,"mini fusilli picolini 500g barilla",101,6.04,"mini fusilli picolini 500g barilla",101
"448","paste fainoase taitei lati cu ou 200g monte banato",2.56,"taitei cu ou (punga de  200-400 g) ",3.16,"paste fainoase taitei lati cu ou 200g monte banato",101,2.65,"paste fainoase taitei lati cu ou 200g monte banato",101,2.65,"paste fainoase taitei lati cu ou 200g monte banato",101
"449","paste fainoase taitei lungi cu ou 200g monte banato",2.56,"taitei cu ou (punga de  200-400 g) ",3.19,"paste fainoase taitei lungi cu ou 200g monte banato",101,2.56,"paste fainoase taitei lungi cu ou 200g monte banato",101,2.56,"paste fainoase taitei lungi cu ou 200g monte banato",101
"450","paste fainoase fusilli fara ou 400g baneasa",2.79,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",2.25,"fusilli baneasa 400g",100,2.78,"paste fainoase fusilli fara ou 400g baneasa",101,2.78,"paste fainoase fusilli fara ou 400g baneasa",101
"451","paste fainoase spaghettini nr 3 500g barilla",5.29,"spaghetti - import (pachet  de 500 g) ",5.15,"paste fainoase spaghettini nr 3 500g barilla",101,4.99,"paste fainoase spaghettini nr 3 500g barilla",101,4.99,"paste fainoase spaghettini nr 3 500g barilla",101
"452","paste fainoase fusilli integrale 500g barilla",6.74,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",7.47,"paste fainoase fusilli integrale 500g barilla",101,7.15,"paste fainoase fusilli integrale 500g barilla",101,7.15,"paste fainoase fusilli integrale 500g barilla",101
"453","fusilli din grau integral 500g delhaize",5.99,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",6.59,"fusilli din grau integral 500g delhaize",101,5.99,"fusilli din grau integral 500g delhaize",101,5.99,"fusilli din grau integral 500g delhaize",101
"454","paste fainoase spaghetti integrale nr 5 500g barilla",5.2,"spaghetti - import (pachet  de 500 g) ",5.79,"paste fainoase spaghetti integrale nr 5 500g barilla",101,5.73,"paste fainoase spaghetti integrale nr 5 500g barilla",101,5.73,"paste fainoase spaghetti integrale nr 5 500g barilla",101
"455","macaroane 500g pambac",2.93,"macaroane (pachet de 500 g)  ",3.5,"macaroane 500g pambac",101,2.49,"macaroane pambac 500g",100,2.49,"macaroane pambac 500g",100
"456","paste fainoase capellini nr 1 500g barilla",5.2,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",5.33,"paste fainoase capellini nr 1 500g barilla",101,5.27,"paste fainoase capellini nr 1 500g barilla",101,5.27,"paste fainoase capellini nr 1 500g barilla",101
"457","paste fainoase spaghetti cu ou 400g baneasa",3.11,"spaghetti - indigene (pachet  de 400-500 g) ",3.71,"paste fainoase spaghetti cu ou 400g baneasa",101,3.17,"paste fainoase spaghetti cu ou 400g baneasa",101,3.17,"paste fainoase spaghetti cu ou 400g baneasa",101
"458","paste fainoase cornetti rigati fara ou 400g baneasa",2.9,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",3.5,"paste fainoase cornetti rigati fara ou 400g baneasa",101,2.9,"paste fainoase cornetti rigati fara ou 400g baneasa",101,2.9,"paste fainoase cornetti rigati fara ou 400g baneasa",101
"459","paste fainoase fettucine 500g barilla",8.33,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",8.93,"paste fainoase fettucine 500g barilla",101,7.99,"paste fainoase fettucine 500g barilla",101,7.99,"paste fainoase fettucine 500g barilla",101
"460","penne din grau integral 500g delhaize",5.49,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",6.09,"penne din grau integral 500g delhaize",101,5.49,"penne din grau integral 500g delhaize",101,5.49,"penne din grau integral 500g delhaize",101
"461","paste spaghetinni integrale 500g barilla",5.49,"spaghetti - import (pachet  de 500 g) ",6.09,"paste spaghetinni integrale 500g barilla",101,5.49,"paste spaghetinni integrale 500g barilla",101,5.49,"paste spaghetinni integrale 500g barilla",101
"462","paste fainoase farfalline nr 59 500g barilla",5.85,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",6.09,"paste fainoase farfalline nr 59 500g barilla",101,5.85,"paste fainoase farfalline nr 59 500g barilla",101,5.85,"paste fainoase farfalline nr 59 500g barilla",101
"463","spaghete din grau integral 500g delhaize",4.99,"spaghetti - indigene (pachet  de 400-500 g) ",5.59,"spaghete din grau integral 500g delhaize",101,4.99,"spaghete din grau integral 500g delhaize",101,4.99,"spaghete din grau integral 500g delhaize",101
"464","paste fainoase spaghetti fara ou 500g baneasa",2.93,"spaghetti - indigene (pachet  de 400-500 g) ",3.45,"paste fainoase spaghetti fara ou 500g baneasa",101,2.85,"paste fainoase spaghetti fara ou 500g baneasa",101,2.85,"paste fainoase spaghetti fara ou 500g baneasa",101
"465","paste fainoase bavette nr 13 500g barilla",5.32,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",5.73,"paste fainoase bavette nr 13 500g barilla",101,5.1,"paste alimentare nr. 11 barilla bavette 500g",88,5.1,"paste alimentare nr. 11 barilla bavette 500g",88
"466","paste fainoase spaghettoni nr 7 500g barilla",5.01,"spaghetti - import (pachet  de 500 g) ",5.09,"paste fainoase spaghettoni nr 7 500g barilla",101,5.26,"paste fainoase spaghettoni nr 7 500g barilla",101,5.26,"paste fainoase spaghettoni nr 7 500g barilla",101
"467","fusilli tricolore din grau dur 500g baneasa",4.32,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",5.58,"fusilli tricolore din grau dur 500g baneasa",101,2.59,"fusilli baneasa 400g",86,2.59,"fusilli baneasa 400g",86
"468","paste fainoase spaghetti din grau dur 1kg 365",5.99,"spaghetti - indigene (pachet  de 400-500 g) ",6.59,"paste fainoase spaghetti din grau dur 1kg 365",101,2.49,"arpacas din grau 1kg 365",80,2.49,"arpacas din grau 1kg 365",80
"469","paste penne din grau dur 500g baneasa",2.8,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",3.4,"paste penne din grau dur 500g baneasa",101,2.8,"paste penne din grau dur 500g baneasa",101,2.8,"paste penne din grau dur 500g baneasa",101
"470","spaghete numarul 6 din grau dur 500g 365",2.49,"spaghetti - indigene (pachet  de 400-500 g) ",3.09,"spaghete numarul 6 din grau dur 500g 365",101,2.49,"spiralate din grau dur 500g 365",81,2.49,"spiralate din grau dur 500g 365",81
"471","macaroane numarul 2 din grau dur 500g 365",2.69,"macaroane (pachet de 500 g)  ",3.29,"macaroane numarul 2 din grau dur 500g 365",101,2.69,"macaroane numarul 2 din grau dur 500g 365",101,2.69,"macaroane numarul 2 din grau dur 500g 365",101
"472","paste fainoase mini penne 500g panzani",5.52,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",5.6,"paste fainoase mini penne 500g panzani",101,5.3,"mini penne panzani 500g",100,4.94,"paste fainoase mini fusilli 500g panzani",91
"473","penne rigate 500g panzani",5.53,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",6,"penne rigate 500g panzani",101,5.4,"penne rigate panzani 500g",100,5.4,"penne rigate panzani 500g",100
"474","paste fainoase tagliatelle 500g panzani",5.69,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",6.12,"paste fainoase tagliatelle 500g panzani",101,5.7,"tagliatelle panzani 500g",100,5.7,"tagliatelle panzani 500g",100
"475","paste fainoase express express 500g panzani",7.6,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",8.2,"paste fainoase express express 500g panzani",101,4.94,"paste fainoase mini fusilli 500g panzani",87,4.94,"paste fainoase mini fusilli 500g panzani",87
"476","mini penne rigate picolini 500g barilla",5.64,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",6.13,"mini penne rigate picolini 500g barilla",101,5.79,"mini penne rigate picolini 500g barilla",101,5.79,"mini penne rigate picolini 500g barilla",101
"477","paste fainoase ditali 500g 365",2.99,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",3.59,"paste fainoase ditali 500g 365",101,2.99,"paste fainoase ditali 500g 365",101,2.99,"paste fainoase ditali 500g 365",101
"478","tagliatelle verdi 500g delhaize",9.49,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",10.09,"tagliatelle verdi 500g delhaize",101,4.99,"cous cous 500g delhaize",84,4.99,"cous cous 500g delhaize",84
"479","paste fainoase cannelloni 250g panzani",4.76,"paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -",5.36,"paste fainoase cannelloni 250g panzani",101,4.87,"paste fainoase cannelloni 250g panzani",101,4.87,"paste fainoase cannelloni 250g panzani",101
